ticker,date,docs,avg_compound,pos_frac,neg_frac,volume_z,fwd_ret_1d,fwd_ret_3d
nvda.us,2025-12-28,18,0.1556888888888888,0.0664444444444444,0.0,0.0,,
nvda.us,2025-12-29,23,0.1097173913043478,0.0627826086956521,0.0,1.4142135623730947,,
nvda.us,2025-12-30,19,0.1422684210526315,0.0783684210526315,0.0054210526315789,-0.242535625036333,,
nvda.us,2025-12-31,33,0.0976272727272727,0.0607878787878787,0.034090909090909,1.8926990205285104,,
nvda.us,2026-01-01,16,0.30788125,0.1490625,0.0105624999999999,-0.9592347424006528,,
nvda.us,2026-01-02,18,0.0773055555555555,0.0455,0.0106666666666666,-0.6284641415728415,,
nvda.us,2026-01-03,6,0.0636333333333333,0.0318333333333333,0.0,-1.4352774770849095,,
nvda.us,2026-01-04,4,0.0386,0.0985,0.0865,-1.1018736590635592,,
nvda.us,2026-01-05,12,0.0970166666666666,0.0655833333333333,0.0249166666666666,0.1466471150213534,,
nvda.us,2026-01-06,15,0.19336,0.0707999999999999,0.0,0.7559289460184544,,
nvda.us,2026-01-07,4,0.09545,0.0855,0.0,-0.9354143466934852,,
nvda.us,2026-01-08,8,0.215725,0.113125,0.0,-0.1375047745542316,,
nvda.us,2026-01-09,6,-0.1468,0.0,0.0723333333333333,-0.75,,
amzn.us,2025-12-27,6,0.489,0.1829999999999999,0.0183333333333333,0.0,,
amzn.us,2025-12-28,7,0.3516142857142857,0.1734285714285714,0.0375714285714285,1.0,,
amzn.us,2025-12-29,7,0.0882571428571428,0.1221428571428571,0.0647142857142857,0.707106781186547,0.001982160555004997,-0.024001378894299097
amzn.us,2025-12-30,6,0.4258,0.2029999999999999,0.0,-1.0,-0.007353889820668313,0.0022792757923708606
amzn.us,2025-12-31,10,0.19265,0.1343,0.0656,1.9051586888313607,-0.018715882505848658,0.04380036391993758
amzn.us,2026-01-01,28,0.3395678571428571,0.1437142857142857,0.0123928571428571,1.9737559703162932,,
amzn.us,2026-01-02,12,0.2696833333333333,0.1618333333333333,0.0238333333333333,-0.0750939261482637,0.028962472406180995,0.06649006622516551
amzn.us,2026-01-03,9,0.2396444444444444,0.1507777777777778,0.0,-0.5163977794943222,,
amzn.us,2026-01-04,8,0.37905,0.2265,0.013875,-0.7278712191232094,,
amzn.us,2026-01-05,22,0.0661863636363636,0.0966818181818181,0.0341818181818181,0.7889292277668956,0.03376812837895815,
amzn.us,2026-01-06,20,0.136725,0.10575,0.0321,1.0102628707228456,0.0026148673888681806,
amzn.us,2026-01-07,26,0.2301807692307692,0.1505,0.0242307692307692,1.2480754415067656,,
amzn.us,2026-01-08,14,0.1388642857142857,0.1605,0.0798571428571428,-0.6324555320336759,,
amzn.us,2026-01-09,16,0.08446875,0.117875,0.0556875,-0.8429272304235249,,
amzn.us,2026-01-10,9,0.2849666666666666,0.1632222222222222,0.0216666666666666,-1.3968605915391563,,
tsla.us,2025-12-27,5,-0.2168199999999999,0.0,0.076,0.0,,
tsla.us,2025-12-28,1,0.0,0.0,0.0,-1.0,,
tsla.us,2025-12-29,5,0.1372,0.0951999999999999,0.0328,0.7071067811865476,-0.011334957793055378,-0.04692803063266904
tsla.us,2025-12-30,4,0.0,0.0,0.0,0.1524985703326046,-0.010364632616684633,-0.006073542679840616
tsla.us,2025-12-31,12,0.0246666666666666,0.0120833333333333,0.0,1.8277009595516471,-0.02590500756025982,-0.037267633193987515
tsla.us,2026-01-01,3,0.0,0.0,0.0,-0.5345224838248488,,
tsla.us,2026-01-02,23,-0.0615130434782608,0.0091739130434782,0.0259565217391304,1.8134945400130609,0.031045266738192634,-0.015203049740908914
tsla.us,2026-01-03,25,-0.0152719999999999,0.0,0.0082399999999999,1.25790071352232,,
tsla.us,2026-01-04,20,-0.0033949999999999,0.0087999999999999,0.0108,0.4190192796800891,,
tsla.us,2026-01-05,20,-0.0046849999999999,0.0092,0.00775,0.2297893145346744,-0.04142404853100723,
tsla.us,2026-01-06,20,0.149445,0.1048,0.01755,-0.7770286898858115,-0.0035800073909828534,
tsla.us,2026-01-07,22,-0.0333045454545454,0.0101818181818181,0.0129090909090909,0.3061862178478977,,
tsla.us,2026-01-08,19,0.0221842105263157,0.0087894736842105,0.0,-1.2247448713915854,,
tsla.us,2026-01-09,16,0.0,0.0,0.0,-1.7350552344714163,,
tsla.us,2026-01-10,5,-0.1166599999999999,0.0145999999999999,0.0828,-1.893698158427522,,
meta.us,2025-12-27,2,0.32985,0.155,0.0,0.0,,
meta.us,2025-12-28,8,0.172025,0.105,0.020875,1.0,,
meta.us,2025-12-29,8,0.0802999999999999,0.076625,0.061875,0.7071067811865475,0.011021876755378024,-0.012570404894563625
meta.us,2025-12-30,39,0.1858051282051282,0.1076153846153846,0.0122564102564102,1.7071503087391018,-0.008799459418875277,-0.010751557924769228
meta.us,2025-12-31,30,-0.0190233333333333,0.1142,0.1263999999999999,0.8739890233481343,-0.014664666939356863,0.0008029208138282673
meta.us,2026-01-01,10,0.1798699999999999,0.1278999999999999,0.0393,-0.6927177057829641,,
meta.us,2026-01-02,7,0.2293857142857143,0.1224285714285714,0.018,-0.896205403643133,0.012884180747528395,-0.002644485785888717
meta.us,2026-01-03,5,0.1735799999999999,0.0907999999999999,0.0,-0.963324027929614,,
meta.us,2026-01-04,8,0.5165625,0.23625,0.0,-0.4374786392598071,,
meta.us,2026-01-05,4,0.2314,0.1357499999999999,0.053,-1.3112201362143698,0.0027778199426220507,
meta.us,2026-01-06,2,-0.24845,0.06,0.1155,-1.4985372985307086,-0.01805879325482118,
meta.us,2026-01-07,14,0.0714857142857142,0.1295,0.0542857142857142,1.7719786276591296,,
meta.us,2026-01-08,18,0.0988111111111111,0.0798888888888888,0.0207777777777777,1.4634182315230262,,
meta.us,2026-01-09,38,0.3530157894736842,0.1861052631578947,0.0055526315789473,1.77090383310342,,
meta.us,2026-01-10,7,0.1155714285714285,0.0898571428571428,0.0418571428571428,-0.7096774193548387,,
googl.us,2025-12-27,7,0.2967571428571429,0.1734285714285714,0.0197142857142857,0.0,,
googl.us,2025-12-28,12,0.1960583333333333,0.1264166666666666,0.0606666666666666,1.0,,
googl.us,2025-12-29,20,0.39265,0.196,0.02975,1.3074028933658497,0.0009248628651614688,0.005070799846919272
googl.us,2025-12-30,15,0.2535866666666667,0.1457333333333333,0.0441333333333333,0.317999364001908,-0.0027083001433806375,0.008570973394933956
googl.us,2025-12-31,14,0.3124785714285714,0.1543571428571428,0.0225714285714285,0.0947027447620757,0.0068690095846644095,0.004281150159744396
googl.us,2026-01-01,11,0.4384272727272727,0.2158181818181818,0.0,-1.083880412207675,,
googl.us,2026-01-02,15,0.1821333333333333,0.1075999999999999,0.0162666666666666,0.0,0.004410598127875698,0.021672219577978824
googl.us,2026-01-03,9,0.1370777777777777,0.1346666666666666,0.0633333333333333,-1.5833333333333337,,
googl.us,2026-01-04,5,-0.11632,0.0452,0.0836,-1.6111111111111112,,
googl.us,2026-01-05,16,0.1827375,0.0985,0.016625,1.194044628251987,-0.006950148480444951,
googl.us,2026-01-06,9,0.1934222222222222,0.086,0.0,-0.4370786380607689,0.02430489279124526,
googl.us,2026-01-07,16,0.17283125,0.090875,0.0,1.153164010036106,,
googl.us,2026-01-08,28,0.2999178571428572,0.1398928571428571,0.0043214285714285,1.6851216399209452,,
googl.us,2026-01-09,22,0.1215681818181818,0.1018636363636363,0.0261363636363636,0.5937500000000001,,
googl.us,2026-01-10,1,0.0,0.0,0.0,-1.4954826981425282,,
jpm.us,2025-12-27,3,0.1734333333333333,0.1153333333333333,0.0846666666666666,0.0,,
jpm.us,2025-12-28,5,0.04226,0.052,0.0426,1.0,,
jpm.us,2025-12-29,21,0.1081809523809523,0.0646666666666666,0.0066666666666666,1.4069300106240257,-0.001019305019304917,0.005343629343629308
jpm.us,2025-12-30,12,0.1551916666666666,0.0773333333333333,0.0,0.248264415746168,-0.0037103456805391843,0.03283655927277218
jpm.us,2025-12-31,9,0.0855444444444444,0.0478888888888888,0.0122222222222222,-0.1581138830084189,0.010117311153869935,0.03845198932406424
jpm.us,2026-01-01,4,0.09545,0.0515,0.0,-1.014350986055717,,
jpm.us,2026-01-02,13,0.1049923076923076,0.1163076923076923,0.0337692307692307,0.2156655464068766,0.026299619024210408,0.004639301954037167
jpm.us,2026-01-03,7,0.0654571428571428,0.0544285714285714,0.0345714285714285,-0.6085806194501845,,
jpm.us,2026-01-04,6,0.0636333333333333,0.0318333333333333,0.0,-0.5883484054145519,,
jpm.us,2026-01-05,7,0.1399714285714285,0.1345714285714285,0.0457142857142857,-0.1330380210475479,0.001706382469165435,
jpm.us,2026-01-06,8,0.12505,0.099375,0.03875,-0.0805822964025377,-0.022772780251636204,
jpm.us,2026-01-07,37,0.2179756756756756,0.174,0.0511081081081081,1.9972279958958183,,
jpm.us,2026-01-08,39,0.011751282051282,0.0727435897435897,0.054051282051282,1.2883588973813953,,
jpm.us,2026-01-09,27,0.1184592592592592,0.1296666666666666,0.0483333333333333,0.2470262323306158,,
jpm.us,2026-01-10,2,0.1909,0.0835,0.0,-1.3683554920265146,,
xom.us,2025-12-27,6,0.3143499999999999,0.1768333333333333,0.0,0.0,,
xom.us,2025-12-28,11,0.2589,0.1783636363636363,0.0,1.0,,
xom.us,2025-12-29,17,0.0052882352941176,0.0231176470588235,0.0283529411764705,1.260123838323872,0.0038164772255868673,0.01758898199618364
xom.us,2025-12-30,7,0.1300142857142857,0.0974285714285714,0.0468571428571428,-0.7518094115561123,-0.005372344821886088,0.03611868749483427
xom.us,2025-12-31,7,0.2288285714285714,0.1924285714285714,0.0595714285714285,-0.637377439199098,0.019195612431444298,0.00589995014126643
xom.us,2026-01-01,2,0.10115,0.1025,0.0,-1.3610893073432409,,
xom.us,2026-01-02,6,0.0669833333333333,0.0463333333333333,0.0,-0.3632104405220677,0.022095393395841878,-0.03391765185487172
xom.us,2026-01-03,11,0.0411636363636363,0.1060909090909091,0.0502727272727272,1.5328126314415584,,
xom.us,2026-01-04,7,-0.0626142857142857,0.0694285714285714,0.0689999999999999,0.1393466028583236,,
xom.us,2026-01-05,25,0.0506719999999999,0.052,0.01976,1.8652169598995243,-0.034380982769623536,
xom.us,2026-01-06,28,0.0266678571428571,0.0421428571428571,0.02525,1.3599586090954885,-0.021148285832300773,
xom.us,2026-01-07,15,0.0732466666666666,0.1298666666666666,0.0901333333333333,-0.2729604168420057,,
xom.us,2026-01-08,20,0.1134749999999999,0.086,0.02975,0.134110445196455,,
xom.us,2026-01-09,26,0.20335,0.1106923076923077,0.0,0.6797748618593394,,
xom.us,2026-01-10,12,0.0227666666666666,0.01575,0.0,-1.3344363375534445,,
unh.us,2025-12-27,3,-0.0642666666666667,0.1066666666666666,0.112,0.0,,
unh.us,2025-12-28,6,0.1445,0.1963333333333333,0.0586666666666666,1.0,,
unh.us,2025-12-29,10,0.13544,0.1357,0.0775,1.2787240261820123,0.009789019274031752,0.022678908007539356
unh.us,2025-12-30,12,0.051225,0.1185,0.0840833333333333,1.217395285867036,-0.0061717244701349205,0.0296844894026973
unh.us,2025-12-31,8,0.0042375,0.072875,0.0834999999999999,0.064018439966448,0.019054254642391744,0.057132470994517126
unh.us,2026-01-01,5,0.09878,0.0484,0.0,-1.249390095108848,,
unh.us,2026-01-02,9,-0.0171999999999999,0.1206666666666666,0.0956666666666666,0.0863868425581357,0.016706302021403108,0.015755053507728878
unh.us,2026-01-03,11,0.0318636363636363,0.0624545454545454,0.0351818181818181,0.8164965809277261,,
unh.us,2026-01-04,6,0.12115,0.0916666666666666,0.0,-0.8429272304235245,,
unh.us,2026-01-05,15,0.0807533333333333,0.147,0.0774,1.6111111111111112,0.02032044909654429,
unh.us,2026-01-06,9,0.0864888888888888,0.0805555555555555,0.0287777777777777,-0.3370999312316209,-0.020832736338367353,
unh.us,2026-01-07,10,0.06124,0.0601,0.0373,-0.068358592702466,,
unh.us,2026-01-08,29,-0.1911241379310345,0.0448275862068965,0.1839310344827586,1.868726910498633,,
unh.us,2026-01-09,60,-0.7258966666666666,0.0023833333333333,0.4572833333333333,1.8548527718348415,,
unh.us,2026-01-10,7,-0.3813857142857143,0.0348571428571428,0.2385714285714285,-0.7948501569254811,,
cost.us,2025-12-27,9,0.0354666666666666,0.1143333333333333,0.0589999999999999,0.0,,
cost.us,2025-12-28,13,-0.1122846153846153,0.078,0.1039230769230769,1.0,,
cost.us,2025-12-29,7,0.2038857142857142,0.1298571428571428,0.0177142857142857,-1.0690449676496974,-0.0025235066371681603,-0.015371497050147509
cost.us,2025-12-30,8,0.0721625,0.072,0.0295,-0.5488212999484519,-0.003823716282562173,0.011655981054698783
cost.us,2025-12-31,21,-0.0124238095238095,0.0372857142857142,0.0354285714285714,1.8350417021911212,-0.009091541619314913,0.03103184358837585
cost.us,2026-01-01,5,0.12738,0.0396,0.0,-1.0102628707228458,,
cost.us,2026-01-02,9,0.0050999999999999,0.0423333333333333,0.0362222222222222,-0.1767766952966369,0.024856641310708083,0.03286132241076656
cost.us,2026-01-03,6,0.31885,0.1889999999999999,0.0,-0.6579161930112216,,
cost.us,2026-01-04,8,-0.2033,0.0,0.063125,-0.3116445124789997,,
cost.us,2026-01-05,39,0.0170948717948717,0.0098205128205128,0.0,1.9879036026017096,0.015255669490944923,
cost.us,2026-01-06,21,0.0222238095238095,0.0286666666666666,0.0181904761904761,0.3556724266306602,-0.007333258351141625,
cost.us,2026-01-07,17,0.121835294117647,0.0808235294117647,0.0308235294117647,-0.1017973197118574,,
cost.us,2026-01-08,14,-0.0037857142857142,0.0263571428571428,0.0414285714285714,-0.552606552125862,,
cost.us,2026-01-09,20,0.082045,0.05155,0.01465,-0.2514326764853719,,
cost.us,2026-01-10,3,0.1979666666666666,0.1633333333333333,0.0363333333333333,-1.851640199545104,,
avgo.us,2025-12-27,8,0.2518249999999999,0.1275,0.023625,0.0,,
avgo.us,2025-12-28,12,0.1765833333333333,0.0915,0.0184166666666666,1.0,,
avgo.us,2025-12-29,12,0.0856,0.059,0.0133333333333333,0.7071067811865478,0.0013165803257106923,-0.005065972122842655
avgo.us,2025-12-30,13,0.1939076923076923,0.1068461538461538,0.0251538461538461,0.911322376865767,-0.010718879519794222,-0.01837930541660715
avgo.us,2025-12-31,18,0.0780833333333333,0.0483333333333333,0.0263333333333333,1.6875,0.004391794279110073,-0.006732158335741256
avgo.us,2026-01-01,16,0.23906875,0.143375,0.0225625,0.7500000000000002,,
avgo.us,2026-01-02,15,0.1271266666666666,0.1261333333333333,0.0582666666666666,0.093658581158169,-0.012082158679017296,-0.011852022323226574
avgo.us,2026-01-03,4,-0.0683,0.0,0.0435,-1.887402861683102,,
avgo.us,2026-01-04,7,0.0,0.0,0.0,-0.9128709291752768,,
avgo.us,2026-01-05,24,0.1983083333333333,0.1289583333333333,0.0088333333333333,1.5249127357572436,0.001019160211985115,
avgo.us,2026-01-06,12,0.0641083333333333,0.06075,0.0353333333333333,-0.0575912283720907,-0.0007854088489396283,
avgo.us,2026-01-07,14,0.0625714285714285,0.0720714285714285,0.0251428571428571,0.2615571871735935,,
avgo.us,2026-01-08,19,0.0759473684210526,0.0546315789473684,0.0228421052631578,0.6501666152876973,,
avgo.us,2026-01-09,20,0.1346099999999999,0.08995,0.02045,0.5106621799868923,,
avgo.us,2026-01-10,6,0.0636333333333333,0.0373333333333333,0.0,-1.615626332790156,,
v.us,2025-12-28,6,0.1554833333333333,0.0694999999999999,0.0,0.0,,
v.us,2025-12-29,22,-8.18181818181829e-05,0.0208636363636363,0.0270454545454545,1.0,-0.002791799441640097,-0.022926595414680895
v.us,2025-12-30,11,-0.042390909090909,0.0338181818181818,0.0509090909090909,-0.2992528008322898,-0.008229172558113285,0.0005090209829761161
v.us,2025-12-31,10,0.09176,0.0334,0.0,-0.3793047767649806,-0.012061247184283252,0.01953180690599088
v.us,2026-01-01,23,0.0156130434782608,0.0269565217391304,0.0186521739130434,1.259270937213459,,
v.us,2026-01-02,18,0.1066222222222222,0.054,0.0,0.2214640411576685,0.021126760563380254,0.027129993073193193
v.us,2026-01-03,9,-0.0085777777777777,0.0113333333333333,0.0133333333333333,-0.9596775116832308,,
v.us,2026-01-04,4,0.0,0.0,0.0,-1.2952385807008202,,
v.us,2026-01-05,11,-0.0536727272727272,0.0,0.0152727272727272,-0.2974820586543648,0.010627473148671518,
v.us,2026-01-06,16,0.05689375,0.038375,0.02375,0.8792968436751748,-0.004698512137823019,
v.us,2026-01-07,36,-0.0377833333333333,0.0190277777777777,0.0324722222222222,1.875777869441025,,
v.us,2026-01-08,28,-0.0963678571428571,0.0182857142857142,0.0517857142857142,0.7786446077317305,,
v.us,2026-01-09,3,-0.0343333333333333,0.037,0.067,-1.3364897765133372,,
v.us,2026-01-10,3,-0.2802,0.0,0.0936666666666666,-1.0735418008494173,,
ma.us,2025-12-27,4,-0.003775,0.04475,0.0485,0.0,,
ma.us,2025-12-28,9,0.0669,0.1127777777777777,0.06,1.0,,
ma.us,2025-12-29,15,0.0553599999999999,0.0317333333333333,0.0064666666666666,1.260123838323872,-0.0008305935282921784,-0.02555805502682118
ma.us,2025-12-30,5,-0.0465,0.0588,0.0698,-0.7518094115561123,-0.011326244328218604,-0.015326798517543372
ma.us,2025-12-31,19,0.3133947368421053,0.277578947368421,0.0243684210526315,1.4871860973120603,-0.013575532511210797,0.01657090807174888
ma.us,2026-01-01,4,0.223225,0.1785,0.03575,-1.1067431421857197,,
ma.us,2026-01-02,5,0.24256,0.1166,0.0,-0.7438731614561235,0.009660291584536518,0.029815495533890957
ma.us,2026-01-03,7,0.1666142857142857,0.1034285714285714,0.0,-0.1790287185098582,,
ma.us,2026-01-04,10,0.28922,0.144,0.064,0.1850583025494013,,
ma.us,2026-01-05,17,0.0993941176470588,0.074,0.0318235294117647,1.7974340685458343,0.02070105703783165,
ma.us,2026-01-06,18,0.2302055555555555,0.1509444444444444,0.0285,1.2599458547300006,-0.0007237136850812842,
ma.us,2026-01-07,8,0.103075,0.12675,0.06975,-0.8687444855261388,,
ma.us,2026-01-08,53,0.1203735849056603,0.1180754716981132,0.0464716981132075,1.9433645233846184,,
ma.us,2026-01-09,24,0.0369833333333333,0.07375,0.055625,0.0,,
ma.us,2026-01-10,2,0.3818,0.1465,0.0,-1.071549732637986,,
spy.us,2025-12-27,17,0.0097999999999999,0.0508235294117647,0.0637647058823529,0.0,,
spy.us,2025-12-28,18,-0.0127944444444444,0.0109444444444444,0.0197777777777777,1.0,,
spy.us,2025-12-29,10,-0.03311,0.0214,0.0407,-1.404878717372541,,
spy.us,2025-12-30,13,-0.0028230769230769,0.023076923076923,0.0236153846153846,-0.4685212856658182,,
spy.us,2025-12-31,12,0.0240166666666666,0.0343333333333333,0.0335,-0.6593804733957871,,
spy.us,2026-01-01,12,0.0233833333333333,0.0166666666666666,0.0089166666666666,-0.3726779962499649,,
spy.us,2026-01-02,12,0.1386916666666666,0.085,0.0263333333333333,0.2041241452319308,,
spy.us,2026-01-03,10,0.18483,0.1038,0.0,-1.8371173070873843,,
spy.us,2026-01-04,26,-0.0374538461538461,0.0092307692307692,0.0388846153846153,1.9823991883715235,,
spy.us,2026-01-05,7,0.1179142857142857,0.0582857142857142,0.0121428571428571,-0.975537217359508,,
spy.us,2026-01-06,2,0.05135,0.0835,0.0,-1.169168698496737,,
spy.us,2026-01-07,35,-0.2313257142857143,0.0224571428571428,0.0914857142857142,1.527102270206305,,
spy.us,2026-01-08,17,0.0,0.0,0.0,-0.0331223897738902,,
spy.us,2026-01-09,6,0.0,0.0,0.0,-0.6231040443042886,,
spy.us,2026-01-10,3,-0.0986666666666666,0.0,0.0249999999999999,-0.773992223835939,,
